We put the pigs in a pen.	1
We need to pen the pigs to keep them from getting into the corn.	1
They should pen the letter quickly.	1
The car won't run.	1
This dye will run.	1
She can run an accelerator.	1
These stockings will run.	1
We need another run to win.	1
Lee saw the student with a telescope.	1
I forgot how good beer tastes.	1
Visiting relatives can be boring.	1
If only Superman would stop flying planes!	1
That's a new car dealership.	1
I know you like the back of my hand.	1
Max is on the phone now.	1
I saw her duck.	1
I'm creating a committee. Kim – you're in charge.	1
Lights go out at ten. There will be no talking afterwards.	1
They found the book on the atom.	1
Which experts testified against defendants who exposed them?	1
List all experts for the defendant who represented himself.	1
List associates of each defendant who speaks Spanish.	1
They lost themselves' books.	0
Some sentences go on and on and on.	1
Sentences some go on and on and on and on.	0
That surprised me.	1
I noticed the.	0
They were interested in his.	1
This is my favorite.	1
A large dog chased a small cat.	1
Some people yell at noisy dogs in my neighborhood.	1
Some people yell at the dogs in my neighborhood.	1
Some people yell at the dogs.	1
Some people yell at noisy dogs.	1
Some people yell at dogs.	1
Some people consider the noisy dogs dangerous.	1
Some people consider the dogs in my neighborhood dangerous.	1
Some people consider noisy dogs in my neighborhood dangerous.	1
Some people consider the dogs dangerous.	1
Some people consider noisy dogs dangerous.	1
Some people consider dogs in my neighborhood dangerous.	1
Some people consider dogs dangerous.	1
People with children who use drugs should be locked up.	1
This disease gave Leslie a fever in Rome.	1
The love of my life and mother of my children would never do such a thing.	1
Most elections are quickly forgotten, but the election of 2000, everyone will remember for a long time.	1
It is painting by Klee or drawing by Miro that the museum displays no.	0
The defendant denied the accusation.	1
The teacher disappeared the problem.	0
The teacher handed the student.	0
The bird sings.	1
The bird sing.	0
Birds sings.	0
The birds give the worm a tug.	1
The bird give the worm a tug.	0
The birds gives the worm a tug.	0
Terry delighted in my pain.	1
Terry delighted.	0
Terry delighted my pain.	0
Kerry remarked it was late.	1
What additional categories and rules would be required to handle these verbs?	1
We created a monster.	1
I was already aware of fact.	0
The defendant deny the allegation.	0
The defendants denies the allegation.	0
The defendant walks.	1
The defendant walk.	0
The defendants walks.	0
How many feature structures categories can label the first daughter?	1
The child put the toy on the table.	1
The teacher became angry with the students.	1
The teacher became.	0
The jury believed the defendant lied.	1
The guests dined.	1
We relied on Leslie.	1
We relied above Leslie.	0
We celebrated in the streets.	1
We celebrated in the streets in the rain on Tuesday in the morning.	1
The children are happy of ice cream.	0
The children are fond with the ice cream.	0
The children are fond that they have ice cream.	0
A magazine appeared on the newsstands.	1
A magazine about crime appeared on the newsstands.	1
Newsweek appeared on the newsstands.	1
Newsweek about crime appeared on the newsstands.	0
The report that crime was declining surprised many people.	1
The book surprised many people.	1
The book that crime was declining surprised many people.	0
The storm arrived after the picnic.	1
The storm arrived while the picnic.	0
The storm arrived while we ate lunch.	1
This dogs barked.	0
These dogs barked.	1
A chair was broken.	1
They want them arrested.	1
They preferred them arrested.	1
We preferred them on our team.	1
With my parents as supportive as they are, I'll be in fine shape.	1
We walks.	0
Few dog barked.	0
The dogs barked.	1
I walk and Dana runs.	1
They like us.	1
Us like them.	0
Kim likes dogs.	1
Dogs like Kim.	1
The person responsible confessed.	1
The person confessed responsible.	0
The cat slept soundly and furry.	0
The soundly and furry cat slept.	0
Chris walks, Pat eats broccoli, and Sandy plays squash.	1
There was some particular dog who saved every family.	1
Susan frightens her.	1
Susan told her a story.	1
Susan told a story to her.	1
Susan devoted herself to linguistics.	1
Nobody told Susan about herself.	1
That picture of Susan offended her.	1
He offended Sandy.	1
I enjoy yourself.	0
They talk to themselves.	1
Nobody told Susan.	1
Protect yourself!	1
Protect you!	0
I met the person who left.	1
Leslie slept.	1
Chris handed Bo.	0
Dana walked and Leslie ran.	1
Dana walking and Leslie ran.	0
Dana walking and Leslie running.	0
the putter of books left.	0
Kris donated a book to the library.	1
The police sprayed the protesters with water.	1
The police sprayed water on the protesters.	1
The students drove cars.	1
These cars drive easily.	1
The horse kicked me black and blue.	1
They yelled.	1
The horse raced past the barn fell.	1
The horse that was raced past the barn fell.	1
The boat seen down the river sank.	1
The evidence assembled by the prosecution convinced the jury.	1
Lou forgot the umbrella.	1
Lou forgot the umbrella in the closet.	1
Lou hoped the umbrella was broken.	1
Lou hoped the umbrella in the closet.	0
Lou put the umbrella was broken.	0
Lou put the umbrella in the closet.	1
The artist drew the child with a pencil.	1
The dog bit the cat.	1
The cat was bitten the mouse.	0
The cat was bitten the mouse by the dog.	0
Chris was handed Sandy a note by Pat.	0
Chris was handed a note.	1
Chris was handed Sandy a note.	0
TV puts dumb ideas in children's heads.	1
Dumb ideas are put in children's heads by TV.	1
Dumb ideas are put in children's heads.	1
Dumb ideas are put notions in children's heads by TV.	0
The patient died.	1
The patient was died.	0
Chris was handed.	0
TV puts dumb ideas.	0
He was arrested by the police.	1
The cat got bitten.	1
The cat were bitten by the dog.	0
There is a monster in Loch Ness.	1
It is obvious that Pat is lying.	1
Pat is the captain of the team.	1
Pat is hate Chris.	0
There is a unicorn in the garden.	1
There was a felon elected to the city council.	1
There is a seat available.	1
A seat available was in the last row.	0
Many people were fond of Pat.	1
People are looking through the window.	1
A felon was elected to the city council.	1
There loved Sandy.	0
We talked to them about there.	0
It mattered that the Giants had lost.	1
That dogs bark annoys people.	1
It annoys people that dogs bark.	1
That Chris knew the answer occurred to Pat.	1
It never occurred to Pat that Chris knew the answer.	1
That the Cardinal won the game gave Sandy a thrill.	1
It gave Sandy a thrill that the Cardinal won the game.	1
That Sandy had lied suggested.	0
It loved Sandy.	0
Cohen proved the independence of the continuum hypothesis.	1
Cohen proved that the continuum hypothesis was independent.	1
We forgot our invitations.	1
Nobody saw Pat.	1
That Fido barks annoys me.	1
Fido barks.	1
Chris dreads the bucket.	1
The candidates bring advantage to the voters.	1
Tabs are kept on suspected drug dealers by the FBI.	1
Advantage is taken of every opportunity for improvement.	1
The bucket was kicked by Pat.	1
John is sad.	1
John loaded the wagon full with hay.	1
John loaded the wagon with hay green.	0
I presented John with it dead.	0
Of whom are you thinking?	1
John became rich.	1
I gave John gold apples.	1
how silly is Bill considered?	1
how mad was Bill made?	1
John is sick.	1
John left singing.	1
John is near Larry.	1
John gave Bill the dog dead.	1
Bill was struck by John as stupid.	0
John was struck as sick.	0
John was struck by Bill's idiocy.	1
John promised Bill to leave.	1
John tried to leave.	1
To leave would be a pleasure.	1
John was struck by Bill as pompous.	0
John was promised by Bill to leave.	0
They make good cooks.	1
there is nothing to do.	1
John has something for Bill to do.	1
I am counting on Bill to incriminate himself.	1
On whom are you counting to incriminate himself?	1
I am counting on Bill to get there on time.	1
I would prefer to leave.	1
I would hate for John to leave.	1
I would prefer for John to leave.	1
It was hated for John to leave.	0
John decided for Bill to get the prize.	0
John decided Bill to get the prize.	0
to die is no fun.	1
John wants to leave.	1
John counted on Bill to get there on time.	1
I bought Bill a book to read.	1
John told Mary that it would be important to leave early.	1
John told Mary that it was important to Fred to leave early.	1
John, told Mary that it would be appropriate to leave together.	1
the election of John president surprised me.	0
John's arriving dead surprised me.	1
the attempt by John to leave surprised me.	1
John left orders to follow Pete.	1
John left us orders to follow Pete.	1
John left orders not to be disturbed.	1
That he is here is clear.	1
It is a problem that he is here.	1
It bothers me that he is here.	1
John regretted it that Bill had a good time.	1
John believes it that Bill is here.	0
John believes it sincerely that Bill is here.	0
John is aware of it that Bill is here.	0
John felt it that Bill was tardy.	0
John believed it that Bill was tardy.	0
It was believed that Bill was tardy.	1
That John is reluctant seems.	0
It is the problem that he is here.	0
That he is here is the problem.	1
The problem we are discussing is George.	1
It is to give up to leave.	0
It would prove our theory to be untenable for carrots to be vegetables.	1
It was believed to be illegal by them to do that.	0
John grudgingly accepted judgments of his incompetence as an auto mechanic.	1
It was to John that I gave the book.	1
I bought it to read.	1
I bought it to give to Pete.	1
I gave it to Pete to take to the fair.	1
I gave Pete the book to impress.	0
I wrote to Bill.	1
I presented it to Bill to read.	1
I presented Bill with it to read.	0
I gave a book to Bill to read.	1
John thinks it would upset himself to die.	1
John made Bill mad at himself.	1
John made Bill master of himself.	1
The correspondence school made Bill a good typist.	1
The correspondence school sent Bill a good typist.	1
John considers Bill silly.	1
John considers Bill to be silly.	1
John bought a dog for himself to play with.	0
John arranged for himself to get the prize.	1
John talked to Bill about himself.	1
